InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
INV500373,P1009,Yoga Mat,Fitness,8,2025-04-13 10:18:00,1029.65,C10280,India,8237.2
INV500374,P1017,Sunscreen SPF 50,Beauty,1,2025-05-28 11:21:00,548.12,C10699,United Kingdom,548.12
INV500374,P1018,Hair Care Kit,Beauty,1,2025-05-28 11:21:00,869.46,C10699,United Kingdom,869.46
INV500374,P1024,Laptop Sleeve,Accessories,1,2025-05-28 11:21:00,1032.71,C10699,United Kingdom,1032.71
INV500375,P1013,LED Table Lamp,Home,1,2025-10-31 17:44:00,1239.71,C10468,India,1239.71
INV500375,P1016,Face Serum,Beauty,4,2025-10-31 17:44:00,1028.74,C10468,India,4114.96
INV500376,P1029,Cotton Bedsheet,Home,1,2025-03-25 16:10:00,1220.97,C10030,India,1220.97
INV500376,P1023,Water Bottle,Fitness,1,2025-03-25 16:10:00,535.02,C10030,India,535.02
INV500376,P1017,Sunscreen SPF 50,Beauty,2,2025-03-25 16:10:00,471.1,C10030,India,942.2
INV500376,P1007,Ceramic Coffee Mug,Home,5,2025-03-25 16:10:00,321.2,C10030,India,1606.0
INV500376,P1019,Phone Stand,Electronics,4,2025-03-25 16:10:00,341.84,C10030,India,1367.36
INV500377,P1006,Wireless Mouse,Electronics,1,2025-10-28 08:14:00,723.96,C10501,India,723.96
INV500377,P1025,Kitchen Storage Jars,Home,1,2025-10-28 08:14:00,681.89,C10501,India,681.89
INV500377,P1008,Scented Candle Set,Home,2,2025-10-28 08:14:00,547.47,C10501,India,1094.94
INV500377,P1012,Notebook Pack,Office,4,2025-10-28 08:14:00,187.99,C10501,India,751.96
INV500378,P1004,Leather Wallet,Accessories,2,2025-06-05 14:16:00,791.39,C10056,India,1582.78
INV500378,P1020,USB-C Cable,Electronics,2,2025-06-05 14:16:00,190.65,C10056,India,381.3
INV500378,P1026,Smart Watch Strap,Electronics,1,2025-06-05 14:16:00,443.94,C10056,India,443.94
INV500378,P1030,Sports Socks Pack,Apparel,2,2025-06-05 14:16:00,284.7,C10056,India,569.4
INV500380,P1005,Bluetooth Speaker,Electronics,2,2025-02-13 16:06:00,2020.64,C10180,United Kingdom,4041.28
INV500381,P1011,Desk Organizer,Office,1,2025-09-26 17:29:00,526.08,C10751,United Kingdom,526.08
INV500382,P1024,Laptop Sleeve,Accessories,3,2025-06-04 14:25:00,1022.93,C10653,Portugal,3068.79
INV500383,P1008,Scented Candle Set,Home,1,2025-11-12 16:34:00,692.91,C10311,Netherlands,692.91
INV500383,P1026,Smart Watch Strap,Electronics,1,2025-11-12 16:34:00,393.61,C10311,Netherlands,393.61
INV500383,P1002,Denim Jacket,Apparel,1,2025-11-12 16:34:00,1975.15,C10311,Netherlands,1975.15
INV500383,P1012,Notebook Pack,Office,2,2025-11-12 16:34:00,197.25,C10311,Netherlands,394.5
INV500384,P1022,Dark Chocolate Box,Grocery,2,2025-09-13 11:34:00,465.72,C10761,Germany,931.44
INV500384,P1013,LED Table Lamp,Home,1,2025-09-13 11:34:00,1416.31,C10761,Germany,1416.31
INV500384,P1009,Yoga Mat,Fitness,2,2025-09-13 11:34:00,968.57,C10761,Germany,1937.14
INV500384,P1002,Denim Jacket,Apparel,2,2025-09-13 11:34:00,1924.7,C10761,Germany,3849.4
INV500385,P1025,Kitchen Storage Jars,Home,1,2025-10-20 12:11:00,914.19,C10114,United Kingdom,914.19
INV500385,P1024,Laptop Sleeve,Accessories,3,2025-10-20 12:11:00,943.08,C10114,United Kingdom,2829.2400000000002
INV500385,P1018,Hair Care Kit,Beauty,4,2025-10-20 12:11:00,1055.17,C10114,United Kingdom,4220.68
INV500385,P1014,Travel Backpack,Travel,1,2025-10-20 12:11:00,1327.9,C10114,United Kingdom,1327.9
INV500386,P1019,Phone Stand,Electronics,1,2025-01-12 13:39:00,285.04,C10419,EIRE,285.04
INV500386,P1021,Premium Tea Pack,Grocery,5,2025-01-12 13:39:00,350.36,C10419,EIRE,1751.8000000000002
INV500387,P1007,Ceramic Coffee Mug,Home,12,2025-03-09 12:04:00,330.94,C10331,France,3971.2799999999997
INV500387,P1015,Luggage Tag Set,Travel,5,2025-03-09 12:04:00,293.42,C10331,France,1467.1000000000001
INV500387,P1008,Scented Candle Set,Home,1,2025-03-09 12:04:00,658.65,C10331,France,658.65
INV500387,P1022,Dark Chocolate Box,Grocery,1,2025-03-09 12:04:00,528.92,C10331,France,528.92
INV500388,P1005,Bluetooth Speaker,Electronics,4,2025-08-14 14:50:00,2262.18,C10666,India,9048.72
INV500389,P1021,Premium Tea Pack,Grocery,2,2025-09-05 11:16:00,429.03,C10249,India,858.06
INV500390,P1025,Kitchen Storage Jars,Home,1,2025-05-13 17:17:00,761.85,C10462,United Kingdom,761.85
INV500390,P1005,Bluetooth Speaker,Electronics,2,2025-05-13 17:17:00,2151.39,C10462,United Kingdom,4302.78
INV500391,P1013,LED Table Lamp,Home,1,2025-09-18 19:55:00,1240.25,C10739,United Kingdom,1240.25
INV500391,P1016,Face Serum,Beauty,6,2025-09-18 19:55:00,741.79,C10739,United Kingdom,4450.74
INV500391,P1020,USB-C Cable,Electronics,4,2025-09-18 19:55:00,219.72,C10739,United Kingdom,878.88
INV500391,P1006,Wireless Mouse,Electronics,5,2025-09-18 19:55:00,786.0,C10739,United Kingdom,3930.0
INV500391,P1012,Notebook Pack,Office,2,2025-09-18 19:55:00,170.26,C10739,United Kingdom,340.52
INV500391,P1021,Premium Tea Pack,Grocery,5,2025-09-18 19:55:00,466.57,C10739,United Kingdom,2332.85
INV500391,P1005,Bluetooth Speaker,Electronics,3,2025-09-18 19:55:00,2318.39,C10739,United Kingdom,6955.17
INV500391,P1019,Phone Stand,Electronics,2,2025-09-18 19:55:00,255.01,C10739,United Kingdom,510.02
INV500392,P1019,Phone Stand,Electronics,5,2025-04-17 11:15:00,250.68,C10063,United Kingdom,1253.4
INV500392,P1016,Face Serum,Beauty,1,2025-04-17 11:15:00,927.93,C10063,United Kingdom,927.93
INV500392,P1015,Luggage Tag Set,Travel,3,2025-04-17 11:15:00,243.86,C10063,United Kingdom,731.58
INV500393,P1006,Wireless Mouse,Electronics,1,2025-07-28 17:17:00,735.56,C10258,United Kingdom,735.56
INV500393,P1017,Sunscreen SPF 50,Beauty,2,2025-07-28 17:17:00,441.3,C10258,United Kingdom,882.6
INV500394,P1004,Leather Wallet,Accessories,1,2025-10-03 21:11:00,799.51,C10704,United Kingdom,799.51
INV500395,P1013,LED Table Lamp,Home,5,2025-03-21 13:10:00,1350.5,C10585,Netherlands,6752.5
INV500396,P1030,Sports Socks Pack,Apparel,2,2025-05-18 11:59:00,278.14,C10799,United Kingdom,556.28
INV500396,P1028,Gift Wrapping Paper,Stationery,4,2025-05-18 11:59:00,122.48,C10799,United Kingdom,489.92
INV500397,P1007,Ceramic Coffee Mug,Home,2,2025-05-21 08:52:00,279.82,C10468,India,559.64
INV500397,P1022,Dark Chocolate Box,Grocery,2,2025-05-21 08:52:00,619.44,C10468,India,1238.88
INV500397,P1023,Water Bottle,Fitness,2,2025-05-21 08:52:00,700.6,C10468,India,1401.2
INV500397,P1009,Yoga Mat,Fitness,1,2025-05-21 08:52:00,1037.38,C10468,India,1037.38
INV500398,P1003,Running Shoes,Footwear,5,2025-02-26 15:08:00,2579.8,C10292,France,12899.0
INV500398,P1011,Desk Organizer,Office,3,2025-02-26 15:08:00,458.16,C10292,France,1374.48
INV500398,P1025,Kitchen Storage Jars,Home,3,2025-02-26 15:08:00,867.76,C10292,France,2603.2799999999997
INV500398,P1024,Laptop Sleeve,Accessories,1,2025-02-26 15:08:00,810.87,C10292,France,810.87
INV500398,P1014,Travel Backpack,Travel,8,2025-02-26 15:08:00,1391.92,C10292,France,11135.36
INV500399,P1002,Denim Jacket,Apparel,4,2025-09-20 13:01:00,1893.54,C10062,India,7574.16
INV500399,P1017,Sunscreen SPF 50,Beauty,4,2025-09-20 13:01:00,504.71,C10062,India,2018.84
INV500399,P1028,Gift Wrapping Paper,Stationery,20,2025-09-20 13:01:00,162.51,C10062,India,3250.2
INV500400,P1021,Premium Tea Pack,Grocery,2,2025-03-19 18:21:00,439.38,C10757,United Kingdom,878.76
INV500401,P1014,Travel Backpack,Travel,1,2025-07-19 08:00:00,1699.47,C10639,United Kingdom,1699.47
INV500401,P1005,Bluetooth Speaker,Electronics,2,2025-07-19 08:00:00,2500.07,C10639,United Kingdom,5000.14
INV500402,P1005,Bluetooth Speaker,Electronics,10,2025-10-01 17:54:00,2062.41,C10027,United Kingdom,20624.1
INV500403,P1012,Notebook Pack,Office,6,2025-04-30 22:58:00,194.68,C10278,United Kingdom,1168.08
INV500403,P1001,Organic Cotton T-Shirt,Apparel,2,2025-04-30 22:58:00,489.45,C10278,United Kingdom,978.9
INV500404,P1004,Leather Wallet,Accessories,2,2025-09-17 22:37:00,829.16,C10180,United Kingdom,1658.32
INV500404,P1025,Kitchen Storage Jars,Home,5,2025-09-17 22:37:00,757.2,C10180,United Kingdom,3786.0
INV500404,P1007,Ceramic Coffee Mug,Home,50,2025-09-17 22:37:00,254.27,C10180,United Kingdom,12713.5
INV500405,P1006,Wireless Mouse,Electronics,3,2025-06-15 08:09:00,765.0,C10663,Singapore,2295.0
INV500405,P1019,Phone Stand,Electronics,2,2025-06-15 08:09:00,262.13,C10663,Singapore,524.26
INV500405,P1001,Organic Cotton T-Shirt,Apparel,1,2025-06-15 08:09:00,567.1,C10663,Singapore,567.1
INV500405,P1005,Bluetooth Speaker,Electronics,6,2025-06-15 08:09:00,2013.11,C10663,Singapore,12078.66
INV500405,P1017,Sunscreen SPF 50,Beauty,5,2025-06-15 08:09:00,573.29,C10663,Singapore,2866.45
INV500406,P1003,Running Shoes,Footwear,2,2025-06-28 22:14:00,2933.86,C10016,United Kingdom,5867.72
INV500407,P1005,Bluetooth Speaker,Electronics,3,2025-09-01 15:57:00,1879.49,C10319,United Kingdom,5638.47
INV500407,P1011,Desk Organizer,Office,4,2025-09-01 15:57:00,391.23,C10319,United Kingdom,1564.92
INV500407,P1022,Dark Chocolate Box,Grocery,1,2025-09-01 15:57:00,499.72,C10319,United Kingdom,499.72
INV500407,P1018,Hair Care Kit,Beauty,2,2025-09-01 15:57:00,1174.38,C10319,United Kingdom,2348.76
INV500407,P1012,Notebook Pack,Office,3,2025-09-01 15:57:00,224.13,C10319,United Kingdom,672.39
INV500408,P1008,Scented Candle Set,Home,2,2025-03-15 18:02:00,565.34,C10015,India,1130.68
INV500408,P1006,Wireless Mouse,Electronics,3,2025-03-15 18:02:00,710.55,C10015,India,2131.6499999999996
INV500408,P1013,LED Table Lamp,Home,6,2025-03-15 18:02:00,1184.56,C10015,India,7107.36
INV500408,P1011,Desk Organizer,Office,2,2025-03-15 18:02:00,452.08,C10015,India,904.16
INV500408,P1001,Organic Cotton T-Shirt,Apparel,1,2025-03-15 18:02:00,491.35,C10015,India,491.35
INV500409,P1006,Wireless Mouse,Electronics,1,2025-10-11 09:55:00,760.55,C10447,Germany,760.55
INV500409,P1013,LED Table Lamp,Home,2,2025-10-11 09:55:00,1317.45,C10447,Germany,2634.9
INV500409,P1027,Desk Plant,Home,3,2025-10-11 09:55:00,394.1,C10447,Germany,1182.3000000000002
INV500409,P1017,Sunscreen SPF 50,Beauty,2,2025-10-11 09:55:00,445.5,C10447,Germany,891.0
INV500409,P1007,Ceramic Coffee Mug,Home,2,2025-10-11 09:55:00,296.48,C10447,Germany,592.96
INV500409,P1005,Bluetooth Speaker,Electronics,3,2025-10-11 09:55:00,1968.44,C10447,Germany,5905.32
INV500409,P1022,Dark Chocolate Box,Grocery,2,2025-10-11 09:55:00,481.85,C10447,Germany,963.7
INV500409,P1008,Scented Candle Set,Home,2,2025-10-11 09:55:00,618.71,C10447,Germany,1237.42
INV500410,P1005,Bluetooth Speaker,Electronics,2,2025-03-05 19:47:00,2326.0,C10412,Germany,4652.0
INV500410,P1007,Ceramic Coffee Mug,Home,12,2025-03-05 19:47:00,343.19,C10412,Germany,4118.28
INV500411,P1029,Cotton Bedsheet,Home,4,2025-11-17 15:27:00,1170.23,C10116,Netherlands,4680.92
INV500411,P1023,Water Bottle,Fitness,5,2025-11-17 15:27:00,634.56,C10116,Netherlands,3172.7999999999997
INV500411,P1028,Gift Wrapping Paper,Stationery,1,2025-11-17 15:27:00,161.02,C10116,Netherlands,161.02
INV500412,P1016,Face Serum,Beauty,1,2025-02-12 08:06:00,989.92,C10366,United Kingdom,989.92
INV500412,P1008,Scented Candle Set,Home,6,2025-02-12 08:06:00,573.68,C10366,United Kingdom,3442.08
INV500412,P1019,Phone Stand,Electronics,1,2025-02-12 08:06:00,327.42,C10366,United Kingdom,327.42
INV500412,P1014,Travel Backpack,Travel,4,2025-02-12 08:06:00,1511.1,C10366,United Kingdom,6044.4
INV500413,P1030,Sports Socks Pack,Apparel,1,2025-11-18 19:49:00,313.05,C10833,United Kingdom,313.05
INV500413,P1001,Organic Cotton T-Shirt,Apparel,6,2025-11-18 19:49:00,473.6,C10833,United Kingdom,2841.6000000000004
INV500414,P1026,Smart Watch Strap,Electronics,4,2025-08-23 19:40:00,405.79,C10333,France,1623.16
INV500414,P1006,Wireless Mouse,Electronics,5,2025-08-23 19:40:00,657.17,C10333,France,3285.85
INV500415,P1016,Face Serum,Beauty,2,2025-02-16 18:25:00,822.84,C10104,United Kingdom,1645.68
INV500415,P1021,Premium Tea Pack,Grocery,10,2025-02-16 18:25:00,373.54,C10104,United Kingdom,3735.4
INV500416,P1023,Water Bottle,Fitness,1,2025-10-14 16:11:00,620.13,C10775,United Kingdom,620.13
INV500416,P1003,Running Shoes,Footwear,2,2025-10-14 16:11:00,2877.98,C10775,United Kingdom,5755.96
INV500417,P1002,Denim Jacket,Apparel,3,2025-02-12 13:14:00,1744.35,C10584,United Kingdom,5233.049999999999
INV500418,P1006,Wireless Mouse,Electronics,3,2025-10-12 16:36:00,731.02,C10425,United Kingdom,2193.06
INV500419,P1030,Sports Socks Pack,Apparel,2,2025-05-15 14:23:00,348.31,C10823,India,696.62
INV500419,P1008,Scented Candle Set,Home,1,2025-05-15 14:23:00,702.73,C10823,India,702.73
INV500420,P1021,Premium Tea Pack,Grocery,2,2025-04-27 19:22:00,334.82,C10619,India,669.64
INV500420,P1018,Hair Care Kit,Beauty,2,2025-04-27 19:22:00,1020.22,C10619,India,2040.44
INV500420,P1027,Desk Plant,Home,1,2025-04-27 19:22:00,376.5,C10619,India,376.5
INV500420,P1008,Scented Candle Set,Home,3,2025-04-27 19:22:00,694.47,C10619,India,2083.41
INV500421,P1014,Travel Backpack,Travel,5,2025-04-30 17:51:00,1870.06,C10339,United Kingdom,9350.3
INV500421,P1005,Bluetooth Speaker,Electronics,1,2025-04-30 17:51:00,2130.69,C10339,United Kingdom,2130.69
INV500421,P1025,Kitchen Storage Jars,Home,5,2025-04-30 17:51:00,663.66,C10339,United Kingdom,3318.2999999999997
INV500421,P1018,Hair Care Kit,Beauty,3,2025-04-30 17:51:00,1065.66,C10339,United Kingdom,3196.9800000000005
INV500421,P1022,Dark Chocolate Box,Grocery,1,2025-04-30 17:51:00,485.24,C10339,United Kingdom,485.24
INV500422,P1017,Sunscreen SPF 50,Beauty,1,2025-11-21 09:21:00,467.9,C10360,United Kingdom,467.9
INV500423,P1018,Hair Care Kit,Beauty,3,2025-04-07 18:39:00,874.81,C10177,United Kingdom,2624.43
INV500423,P1007,Ceramic Coffee Mug,Home,2,2025-04-07 18:39:00,332.84,C10177,United Kingdom,665.68
INV500423,P1012,Notebook Pack,Office,1,2025-04-07 18:39:00,230.11,C10177,United Kingdom,230.11
INV500424,P1020,USB-C Cable,Electronics,8,2025-09-12 11:38:00,229.71,C10103,India,1837.68
INV500425,P1027,Desk Plant,Home,2,2025-05-07 13:09:00,331.2,C10347,Australia,662.4
INV500425,P1016,Face Serum,Beauty,5,2025-05-07 13:09:00,769.15,C10347,Australia,3845.75
INV500426,P1007,Ceramic Coffee Mug,Home,4,2025-09-25 14:48:00,276.71,C10545,United Kingdom,1106.84
INV500426,P1010,Protein Shaker,Fitness,1,2025-09-25 14:48:00,347.0,C10545,United Kingdom,347.0
INV500426,P1011,Desk Organizer,Office,1,2025-09-25 14:48:00,502.54,C10545,United Kingdom,502.54
INV500427,P1001,Organic Cotton T-Shirt,Apparel,1,2025-11-25 13:47:00,443.0,C10178,United Kingdom,443.0
INV500428,P1002,Denim Jacket,Apparel,1,2025-04-02 16:23:00,1708.65,C10537,United Kingdom,1708.65
INV500428,P1030,Sports Socks Pack,Apparel,1,2025-04-02 16:23:00,286.24,C10537,United Kingdom,286.24
INV500428,P1007,Ceramic Coffee Mug,Home,6,2025-04-02 16:23:00,280.78,C10537,United Kingdom,1684.6799999999998
INV500428,P1004,Leather Wallet,Accessories,1,2025-04-02 16:23:00,827.4,C10537,United Kingdom,827.4
INV500429,P1030,Sports Socks Pack,Apparel,2,2025-06-08 11:56:00,289.7,C10642,United Kingdom,579.4
INV500429,P1009,Yoga Mat,Fitness,3,2025-06-08 11:56:00,961.41,C10642,United Kingdom,2884.23
INV500429,P1014,Travel Backpack,Travel,1,2025-06-08 11:56:00,1830.53,C10642,United Kingdom,1830.53
INV500430,P1028,Gift Wrapping Paper,Stationery,4,2025-07-23 12:34:00,143.36,C10698,Portugal,573.44
INV500430,P1019,Phone Stand,Electronics,2,2025-07-23 12:34:00,249.02,C10698,Portugal,498.04
INV500431,P1015,Luggage Tag Set,Travel,4,2025-02-04 11:27:00,263.6,C10711,India,1054.4
INV500431,P1024,Laptop Sleeve,Accessories,1,2025-02-04 11:27:00,786.6,C10711,India,786.6
INV500431,P1005,Bluetooth Speaker,Electronics,1,2025-02-04 11:27:00,2104.03,C10711,India,2104.03
INV500432,P1027,Desk Plant,Home,1,2025-08-13 08:55:00,306.42,C10739,United Kingdom,306.42
INV500432,P1008,Scented Candle Set,Home,1,2025-08-13 08:55:00,646.54,C10739,United Kingdom,646.54
INV500433,P1013,LED Table Lamp,Home,1,2025-07-15 08:36:00,1170.17,C10007,Netherlands,1170.17
INV500434,P1013,LED Table Lamp,Home,2,2025-11-27 14:18:00,1182.11,C10586,United Kingdom,2364.22
INV500434,P1015,Luggage Tag Set,Travel,5,2025-11-27 14:18:00,224.25,C10586,United Kingdom,1121.25
INV500434,P1030,Sports Socks Pack,Apparel,1,2025-11-27 14:18:00,324.83,C10586,United Kingdom,324.83
INV500434,P1024,Laptop Sleeve,Accessories,5,2025-11-27 14:18:00,1056.77,C10586,United Kingdom,5283.85
INV500435,P1011,Desk Organizer,Office,2,2025-08-20 15:24:00,407.94,C10472,United Kingdom,815.88
INV500435,P1022,Dark Chocolate Box,Grocery,2,2025-08-20 15:24:00,541.76,C10472,United Kingdom,1083.52
INV500435,P1013,LED Table Lamp,Home,2,2025-08-20 15:24:00,1319.03,C10472,United Kingdom,2638.06
INV500436,P1022,Dark Chocolate Box,Grocery,2,2025-04-22 13:35:00,587.34,C10205,United Kingdom,1174.68
INV500436,P1013,LED Table Lamp,Home,1,2025-04-22 13:35:00,1253.11,C10205,United Kingdom,1253.11
INV500436,P1030,Sports Socks Pack,Apparel,1,2025-04-22 13:35:00,345.42,C10205,United Kingdom,345.42
INV500436,P1014,Travel Backpack,Travel,1,2025-04-22 13:35:00,1830.29,C10205,United Kingdom,1830.29
INV500437,P1011,Desk Organizer,Office,1,2025-10-26 22:53:00,497.87,C10324,Netherlands,497.87
INV500437,P1023,Water Bottle,Fitness,2,2025-10-26 22:53:00,612.3,C10324,Netherlands,1224.6
INV500438,P1002,Denim Jacket,Apparel,2,2025-03-17 22:28:00,1816.53,C10117,United Kingdom,3633.06
INV500439,P1016,Face Serum,Beauty,1,2025-10-20 10:28:00,856.92,C10599,United Kingdom,856.92
INV500439,P1022,Dark Chocolate Box,Grocery,8,2025-10-20 10:28:00,640.0,C10599,United Kingdom,5120.0
INV500439,P1019,Phone Stand,Electronics,2,2025-10-20 10:28:00,351.05,C10599,United Kingdom,702.1
INV500439,P1012,Notebook Pack,Office,1,2025-10-20 10:28:00,199.96,C10599,United Kingdom,199.96
INV500439,P1029,Cotton Bedsheet,Home,3,2025-10-20 10:28:00,1392.77,C10599,United Kingdom,4178.3099999999995
INV500440,P1002,Denim Jacket,Apparel,6,2025-08-23 18:05:00,1564.48,C10673,Singapore,9386.880000000001
INV500440,P1005,Bluetooth Speaker,Electronics,3,2025-08-23 18:05:00,2017.15,C10673,Singapore,6051.450000000001
INV500441,P1018,Hair Care Kit,Beauty,6,2025-06-25 10:22:00,1149.61,C10725,Australia,6897.66
INV500441,P1007,Ceramic Coffee Mug,Home,4,2025-06-25 10:22:00,331.96,C10725,Australia,1327.84
INV500441,P1010,Protein Shaker,Fitness,1,2025-06-25 10:22:00,364.85,C10725,Australia,364.85
INV500442,P1024,Laptop Sleeve,Accessories,1,2025-01-29 19:08:00,969.64,C10125,United Kingdom,969.64
INV500443,P1027,Desk Plant,Home,12,2025-06-14 18:33:00,362.25,C10397,United Kingdom,4347.0
INV500444,P1007,Ceramic Coffee Mug,Home,5,2025-09-17 08:05:00,307.12,C10190,United Kingdom,1535.6
INV500445,P1019,Phone Stand,Electronics,3,2025-04-27 10:25:00,268.67,C10775,United Kingdom,806.01
INV500445,P1010,Protein Shaker,Fitness,3,2025-04-27 10:25:00,321.54,C10775,United Kingdom,964.6200000000001
INV500445,P1020,USB-C Cable,Electronics,4,2025-04-27 10:25:00,193.99,C10775,United Kingdom,775.96
INV500446,P1023,Water Bottle,Fitness,5,2025-10-29 20:58:00,588.39,C10327,United Kingdom,2941.95
INV500446,P1022,Dark Chocolate Box,Grocery,50,2025-10-29 20:58:00,487.79,C10327,United Kingdom,24389.5
INV500446,P1020,USB-C Cable,Electronics,6,2025-10-29 20:58:00,223.82,C10327,United Kingdom,1342.92
INV500446,P1019,Phone Stand,Electronics,2,2025-10-29 20:58:00,246.68,C10327,United Kingdom,493.36
INV500447,P1011,Desk Organizer,Office,2,2025-01-09 14:30:00,393.77,C10098,United Kingdom,787.54
INV500448,P1022,Dark Chocolate Box,Grocery,10,2025-08-10 14:54:00,463.4,C10512,United Kingdom,4634.0
INV500449,P1010,Protein Shaker,Fitness,2,2025-04-21 14:31:00,325.21,C10823,India,650.42
INV500450,P1003,Running Shoes,Footwear,6,2025-03-07 13:36:00,2861.15,C10383,United Kingdom,17166.9
INV500450,P1001,Organic Cotton T-Shirt,Apparel,4,2025-03-07 13:36:00,534.63,C10383,United Kingdom,2138.52
INV500450,P1015,Luggage Tag Set,Travel,3,2025-03-07 13:36:00,258.81,C10383,United Kingdom,776.4300000000001
INV500450,P1012,Notebook Pack,Office,5,2025-03-07 13:36:00,190.7,C10383,United Kingdom,953.5
INV500450,P1014,Travel Backpack,Travel,8,2025-03-07 13:36:00,1730.15,C10383,United Kingdom,13841.2
INV500450,P1007,Ceramic Coffee Mug,Home,2,2025-03-07 13:36:00,329.54,C10383,United Kingdom,659.08
INV500450,P1011,Desk Organizer,Office,4,2025-03-07 13:36:00,398.6,C10383,United Kingdom,1594.4
INV500452,P1011,Desk Organizer,Office,1,2025-08-11 18:20:00,413.91,C10644,United Kingdom,413.91
INV500452,P1020,USB-C Cable,Electronics,1,2025-08-11 18:20:00,167.76,C10644,United Kingdom,167.76
INV500453,P1011,Desk Organizer,Office,2,2025-07-04 13:21:00,456.29,C10773,United Kingdom,912.58
INV500454,P1030,Sports Socks Pack,Apparel,1,2025-04-17 15:10:00,251.26,C10834,United Kingdom,251.26
INV500455,P1028,Gift Wrapping Paper,Stationery,3,2025-04-23 20:14:00,123.21,C10044,United Kingdom,369.63
INV500455,P1017,Sunscreen SPF 50,Beauty,2,2025-04-23 20:14:00,570.6,C10044,United Kingdom,1141.2
INV500455,P1011,Desk Organizer,Office,1,2025-04-23 20:14:00,458.09,C10044,United Kingdom,458.09
INV500455,P1027,Desk Plant,Home,2,2025-04-23 20:14:00,318.89,C10044,United Kingdom,637.78
INV500455,P1013,LED Table Lamp,Home,2,2025-04-23 20:14:00,1254.9,C10044,United Kingdom,2509.8
INV500456,P1023,Water Bottle,Fitness,3,2025-10-19 19:47:00,556.6,C10205,United Kingdom,1669.8000000000002
INV500457,P1016,Face Serum,Beauty,10,2025-06-17 15:25:00,768.65,C10398,United Kingdom,7686.5
INV500458,P1002,Denim Jacket,Apparel,1,2025-08-02 18:01:00,1869.55,C10287,EIRE,1869.55
INV500458,P1029,Cotton Bedsheet,Home,8,2025-08-02 18:01:00,1435.91,C10287,EIRE,11487.28
INV500459,P1001,Organic Cotton T-Shirt,Apparel,1,2025-10-24 19:35:00,533.46,C10467,United Kingdom,533.46
INV500460,P1009,Yoga Mat,Fitness,10,2025-05-25 19:30:00,886.82,C10727,India,8868.2
INV500460,P1001,Organic Cotton T-Shirt,Apparel,5,2025-05-25 19:30:00,509.59,C10727,India,2547.95
